DATE,TIME,BLD A (KW),BLD A (KVA),BLD A (KVAR),BLD A (PF),Plant Chillers (KW),Plant Chillers (Avg Current),Plant Chillers (kWh),Plant Chillers (PF),BLD A FITNESS ZONE (KW),BLD A FITNESS (AVG CURRENT),BLD A FITNESS (kWh),BLD A FITNESS (PF),BLD B (KW),BLD B (kVa),BLD B (kVAR),BLD B (PF),BLD D (KW),BLD D (kVA),BLD D (kVAR),BLD D (PF),BLD E (KW),BLD E (kVA),BLD E (KVAR),BLD E (PF),BLD G (KW),BLD G (kVA),BLD G (kVAR),BLD G (PF),BLD H (KW),BLD H Average Current,BLD H (kWh),BLD H (PF),BLD J (KW),BLD J Average Current,BLD J (kWh),BLD J (PF),BLD K (KW),BLD K Average Current,BLD K (kWh),BLD K (PF),BLD M (KW),BLD M (Average Current),BLD M (kWh),BLD M (PF),BLD N (KW),BLD N Average Current,BLD N (kWh),BLD N (PF),BLD P (KW),BLD P Average Current,BLD P (kWh),BLD P (PF),RES PH 1 & 2 (KW),RES PH 1 & 2 Avg Current,RES PH 1 & 2 (kWh),RES PH 1 & 2 (PF),RES PH 3 (KW),RES PH 3 Avg Current,RES PH 3 (kWh),RES PH 3 (PF),BLD S (KW),BLD S Avg Current,BLD S (kWh),BLD S (PF),BLD T (KW),BLD T Avg Current,BLD T (kWh),BLD T (PF),BLD V (KW),BLD V Avg Current,BLD V (kWh),BLD V (PF),BLD Z (KW),BLD Z Avg Current,BLD Z (kWh),BLD Z (PF),BLD C (KW)
2019-01-02,16:00:00,511.46,497.72,73.85,98.8,3.78,139.62,806228.31,0.03,33.03,35.86,423705.28,0.87,194.66,No Data,No Data,No Data,85.15,78.34,31.23,93.6,175,180,47,-96.48,20.61,20.48,5.92,95.8,153.12,159.22,2668451.5,0.91,72.64,72.14,1167490.88,0.94,5.56,6.27,302280.72,0.84,2.13,20.84,61533.24,0.1,90.85,95.35,1331566.88,0.88,124.59,127.37,2101914.25,0.92,150.77,167.6,3186090.5,0.85,2.74,5.26,1009635.75,0.49,4.37,7.52,326870,0.54,191.4,208.44,3347754.25,0.86,25.71,32.51,458246.56,0.74,34.1,43.46,343845,0.74,0
2019-01-02,17:00:00,504.66,500.68,72.37,99,3.78,139.62,806228.31,0.03,29.93,33.23,423735.34,0.81,194.22,No Data,No Data,No Data,79.21,89.09,32.26,93.6,172,178,51,-95.86,17.46,21.76,6.24,96.4,158.65,164.58,2668611.25,0.9,63.11,64.75,1167563.5,0.91,7.4,8.73,302289.06,0.79,1.14,19.21,61534.7,0.06,95.36,98.36,1331660.25,0.88,121.6,124.63,2102034.5,0.91,150.16,165.62,3186242.75,0.85,2.63,5.13,1009638.5,0.48,4.14,7.5,326874.5,0.51,187.7,203.69,3347951,0.86,21.51,29.01,458271.34,0.69,40.16,47.81,343882.31,0.78,0
2019-01-02,18:00:00,509.69,525.78,76.8,99,3.78,139.62,806228.31,0.03,28.58,32.12,423765.56,0.8,181.22,No Data,No Data,No Data,85.35,92.67,32.77,94,152,157,40,-96.67,20.93,20.32,6.24,95.6,156.92,163.13,2668771,0.91,67.82,68.02,1167632.88,0.93,6.54,7.43,302295.22,0.83,2.38,21.52,61535.77,0.11,95.48,98.56,1331757.25,0.89,115.5,119.99,2102149.25,0.9,156.31,170.71,3186397.75,0.86,2.71,5.14,1009641.19,0.5,4.31,6.65,326878.94,0.61,184.78,202.88,3348147.75,0.85,23.39,30.37,458296.63,0.72,37.59,45.91,343920.16,0.77,0
2019-01-02,19:00:00,499.2,509.54,79.75,98.8,3.78,139.62,806228.31,0.03,27.2,31.04,423793.94,0.78,182.99,No Data,No Data,No Data,77.11,80.38,28.67,92,166,175,59,-94.21,16.4,17.76,4.96,95.2,157.6,165.89,2668924.75,0.89,67.35,67.87,1167700.13,0.93,9.22,9.4,302302.03,0.92,1.76,20.87,61537.45,0.08,91.23,95.24,1331852.63,0.88,110.6,115.27,2102261.25,0.9,152.74,168.35,3186551,0.85,2.61,5.3,1009643.81,0.46,7.03,10.21,326883.5,0.64,193.48,223.25,3348334.5,0.81,24.04,30.77,458321.69,0.73,34.42,43.57,343956.59,0.74,0
2019-01-02,20:00:00,483.84,490.34,73.85,98.8,3.78,139.62,806228.31,0.03,28.3,31.86,423822.03,0.79,178.56,No Data,No Data,No Data,63.44,69.63,26.62,92,140,144,36,-96.82,19.5,18.4,6.08,94.6,144.1,152.65,2669077.25,0.89,63.81,64.74,1167765.38,0.92,8.51,8.83,302310.47,0.91,2.52,21.98,61539.89,0.11,93.36,96.35,1331945.75,0.89,113.99,118.53,2102371.25,0.9,146.24,162.43,3186703.25,0.85,2.54,5.04,1009646.44,0.47,4.4,6.58,326887.88,0.63,177.48,194.9,3348516,0.85,24.18,31.09,458347.19,0.73,38.9,46.67,343992.94,0.78,0
2019-01-02,21:00:00,486.65,502.15,69.42,99,3.78,139.62,806228.31,0.03,26.08,30.34,423849.38,0.76,176.79,No Data,No Data,No Data,62.26,67.07,26.62,90.6,169,178,59,-94.4,18.45,23.84,6.08,96.6,140.54,148.68,2669219.5,0.88,63.46,64.41,1167829.75,0.91,8.85,9.14,302319.75,0.9,1.07,20.64,61541.89,0.05,93.42,96.94,1332040.63,0.87,110.73,115.08,2102479.75,0.89,147.92,163.06,3186856.5,0.85,2.5,5,1009649,0.47,4.63,6.43,326892.28,0.67,192.94,222.29,3348698,0.8,28.01,34.36,458372.03,0.75,31.92,41.36,344027.06,0.72,0
2019-01-02,22:00:00,474.54,481.48,70.89,99,3.78,139.62,806228.31,0.03,25.67,30.22,423876.13,0.76,178.86,No Data,No Data,No Data,60.42,65.02,29.7,90.8,147,152,44,-95.78,19.18,20.48,4.64,97,141.98,151.52,2669359.75,0.87,54.22,55.27,1167890.25,0.91,7.98,8.37,302327.59,0.89,0.93,21.22,61543.01,0.04,94.37,96.79,1332136.5,0.89,105.94,110.89,2102584,0.88,157.13,171.63,3187011.5,0.85,2.68,5.07,1009651.63,0.49,4.57,6.14,326896.88,0.69,157.56,192.69,3348873.25,0.76,26.62,33.24,458396.84,0.74,34.67,43.58,344058.88,0.74,0
2019-01-02,23:00:00,421.96,420.92,66.46,98.8,3.78,139.62,806228.31,0.03,4.68,5.63,423891.63,0.74,156.85,No Data,No Data,No Data,62.72,63.49,29.18,90.6,172,181,61,-94.09,18.14,19.36,7.52,92.4,137.99,147.9,2669496.5,0.87,53.09,54.04,1167944.25,0.91,7.74,8.21,302335.03,0.88,1.53,20.34,61544.92,0.07,78.98,82.65,1332218.63,0.87,106.58,110.13,2102685,0.89,155.21,170.16,3187165.5,0.85,2.63,4.7,1009654.25,0.52,2.59,3.85,326899.84,0.62,180.62,208.33,3349045,0.8,20.97,26.35,458416.56,0.73,22.22,32.44,344090.22,0.63,0
2019-01-03,0:00:00,405.71,401.72,54.65,99,3.78,139.62,806228.31,0.03,7.8,8.2,423897.5,0.83,157.14,No Data,No Data,No Data,64.77,70.66,29.7,91.4,83,88,31,-93.73,17.97,17.92,4.8,95.4,136.45,143.68,2669640,0.89,57.08,57.54,1168000.75,0.92,3.91,4.57,302341.31,0.8,2.13,19.11,61546.49,0.11,80.37,82.95,1332298.38,0.88,106.14,108.18,2102785.75,0.91,152.08,167.08,3187319.25,0.85,2.56,4.84,1009656.94,0.5,2.87,4.41,326902.41,0.61,192.32,206.91,3349219.5,0.87,22.5,26.82,458436.38,0.78,30.01,40.14,344122.19,0.7,0
2019-01-03,1:00:00,397.74,406.15,60.55,99,3.78,139.62,806228.31,0.03,9.54,9.39,423905.03,0.95,147.1,No Data,No Data,No Data,64.67,63.49,26.11,92.2,87,92,33,-93.32,19.74,21.76,5.92,96.4,135.9,142.44,2669782.25,0.89,57.35,57.72,1168058.38,0.92,0,0,302341.41,1,2.22,21.53,61549.07,0.1,69.51,73.96,1332374,0.86,114.13,115.7,2102888.25,0.92,151.18,166.61,3187471.75,0.85,2.54,4.88,1009659.44,0.49,2.91,4.7,326905.38,0.57,197.12,227.87,3349387.25,0.8,24.6,29,458458.97,0.79,32.14,41.13,344152.66,0.73,0
2019-01-03,2:00:00,401.43,394.34,59.08,98.8,3.78,139.62,806228.31,0.03,9.34,9.48,423915,0.93,150.06,No Data,No Data,No Data,62,66.56,23.55,92.2,80,84,29,-93.61,16.86,18.08,4.64,96,155.46,161.07,2669927,0.9,62.14,64.08,1168112.75,0.9,0,0,302341.41,1,2.57,19.86,61551.05,0.13,68.53,71.95,1332449.25,0.87,99.64,102.48,2102990.75,0.9,147.71,164.12,3187622.75,0.84,2.68,5.15,1009662.06,0.49,2.85,4.71,326908.34,0.56,154.63,190.82,3349561.25,0.75,24.62,28.65,458481.06,0.8,30.24,39.94,344183.06,0.71,0
2019-01-03,3:00:00,405.27,432.74,59.08,99,3.78,139.62,806228.31,0.03,13.18,12.62,423924.97,0.92,151.09,No Data,No Data,No Data,62.21,62.46,22.53,93.2,90,96,37,-92.12,21.12,20,6.08,93.6,142.44,150.68,2670070,0.88,57.83,58.35,1168168.38,0.92,0,0,302341.41,1,1.54,21.55,61552.66,0.07,74.52,77.52,1332520.25,0.87,99.44,102.28,2103094,0.9,156.99,171.49,3187775,0.85,2.59,4.83,1009664.69,0.5,3,6.74,326911.06,0.41,182.67,211.15,3349734.5,0.8,22.63,28.06,458501.94,0.75,33.52,43.87,344216.59,0.71,0
2019-01-03,4:00:00,401.58,403.2,54.65,99,3.78,139.62,806228.31,0.03,8.98,8.9,423934.66,0.96,146.95,No Data,No Data,No Data,61.08,71.68,30.72,90.8,95,103,43,-90.99,18.14,15.04,6.08,92,140.76,149.24,2670214,0.88,56.14,56.96,1168222.75,0.91,0,0,302341.41,1,1.45,18.36,61554.03,0.08,74.96,78.27,1332592.75,0.87,94.79,99.41,2103195,0.88,156.78,172.5,3187926.25,0.85,2.67,5.05,1009667.31,0.49,3.11,6.58,326914.25,0.44,181.37,211.53,3349903.25,0.79,16.14,22.34,458522.91,0.67,30.47,40.92,344249.03,0.69,0
2019-01-03,5:00:00,422.84,417.97,60.55,99,3.78,139.62,806228.31,0.03,10.76,10.34,423946.38,0.95,149.61,No Data,No Data,No Data,59.9,60.93,24.06,92.6,105,111,38,-93.82,19.25,24,6.24,96.6,137.8,146.58,2670357.5,0.88,67.1,66.63,1168282.75,0.93,0,0,302341.41,1,2.08,20.28,61555.65,0.1,76.58,78,1332671.88,0.89,90.27,95.19,2103296,0.88,151.66,167.6,3188075.25,0.84,2.5,4.74,1009669.94,0.49,2.6,5.7,326916.97,0.42,178.71,207.97,3350071.5,0.8,26.15,30.77,458544.41,0.79,30.9,41.83,344281.47,0.69,0
2019-01-03,6:00:00,476.46,481.48,70.89,99,3.78,139.62,806228.31,0.03,27.04,31.17,423965.28,0.77,158.47,No Data,No Data,No Data,86.84,92.16,28.67,95.2,100,107,42,-92.35,19.57,20,6.24,95.6,154.55,160.05,2670509.75,0.9,62.72,63.41,1168347.75,0.92,0,0,302341.75,1,1.57,19.33,61557.42,0.08,95.08,98.19,1332751,0.88,100.22,105.17,2103398,0.89,159.48,174.32,3188224.25,0.86,2.57,4.82,1009672.56,0.5,2.6,5.7,326916.97,0.42,169.52,187.02,3350244.75,0.84,23.77,28.52,458565.59,0.77,35.12,43.84,344316.03,0.75,0
2019-01-03,7:00:00,484.58,487.38,73.85,98.8,3.78,139.62,806228.31,0.03,24.93,29.4,423990.56,0.75,175.02,No Data,No Data,No Data,95.54,91.65,24.58,96.6,135,140,39,-96.04,18.88,22.56,6.08,96.4,155.01,162.06,2670657.75,0.91,66.94,67.03,1168411.75,0.94,0,0,302341.75,1,2.55,17.42,61559.05,0.14,98.83,100.98,1332849.75,0.9,110.67,113.68,2103510,0.91,141.44,159.09,3188372,0.84,2.49,4.93,1009675.13,0.48,2.6,5.7,326916.97,0.42,188.37,217.43,3350428.5,0.81,29.35,34.84,458592.63,0.79,37.24,45.67,344350.38,0.77,0
2019-01-03,8:00:00,500.09,488.86,78.28,98.8,3.78,139.62,806228.31,0.03,22.87,27.83,424015.56,0.78,184.17,No Data,No Data,No Data,96.36,96.77,30.21,95.2,153,156,37,-97.13,26.59,23.04,6.08,96.2,165.07,167.97,2670814.5,0.93,68.47,68.29,1168481,0.94,9.88,10.55,302349.84,0.89,1.97,20.07,61561.24,0.09,94.35,98.11,1332948.38,0.89,117.39,120.73,2103629.5,0.91,151.22,167.26,3188518.25,0.86,2.71,5.59,1009677.75,0.46,2.6,5.7,326916.97,0.42,187.36,204.55,3350620,0.86,27.93,34.12,458620.78,0.77,38.06,45.9,344384.91,0.78,0
2019-01-03,9:00:00,510.87,506.58,76.8,98.8,3.78,139.62,806228.31,0.03,28.04,32.02,424043.19,0.82,191.11,No Data,No Data,No Data,97.89,102.91,30.21,95.8,170,175,46,-96.53,17.68,17.6,7.52,92.6,184.8,186.43,2670986,0.93,80.19,80.04,1168553.63,0.93,4.93,5.46,302357.09,0.85,1.27,19.13,61562.96,0.06,96.64,99.92,1333041.63,0.88,116.27,120.37,2103751.75,0.9,143.11,160.36,3188665.25,0.84,2.86,5.37,1009680.5,0.5,2.6,5.7,326916.97,0.42,211.99,239.76,3350814.25,0.82,33.49,38.73,458647.25,0.81,32.84,40.89,344419.41,0.75,0
2019-01-03,10:00:00,502.3,496.25,81.23,98.6,3.78,139.62,806228.31,0.03,27.25,31.37,424071.41,0.82,202.78,No Data,No Data,No Data,96.77,112.13,30.21,97,175,179,42,-97.18,21.95,18.88,6.08,93.4,174.98,178.74,2671164,0.92,92.64,93,1168636.5,0.94,9.91,10.24,302366.28,0.91,1.92,18.89,61564.65,0.1,101.35,103.88,1333141.38,0.9,172.48,181.54,2103909.75,0.89,151.01,166.93,3188815,0.85,3.04,5.71,1009683.25,0.5,4.43,7.62,326937.63,0.55,250.39,270.37,3351030.75,0.87,24.56,30.67,458676.09,0.75,38.03,46.03,344453.41,0.78,0
2019-01-03,11:00:00,508.65,506.58,79.75,98.8,3.78,139.62,806228.31,0.03,28.15,32.09,424100.25,0.83,204.85,No Data,No Data,No Data,109.77,119.81,30.21,97,206,213,57,-96.31,19.31,19.2,5.92,93.6,231.91,231.41,2671345.5,0.95,84.79,84.3,1168723.25,0.95,10.66,11.11,302378.16,0.91,2.19,18.03,61566.64,0.12,101.34,103.45,1333242.88,0.9,166.07,176.33,2104073.5,0.89,149.06,164.8,3188964,0.86,2.56,4.92,1009685.94,0.49,4.28,7.59,326942.09,0.53,232.92,242.94,3351269.25,0.9,29,33.95,458705.16,0.8,28.46,38.48,344488.31,0.7,0
2019-01-03,12:00:00,526.08,542.03,90.09,98.6,3.78,139.62,806228.31,0.03,28.7,32.54,424128.25,0.83,213.56,No Data,No Data,No Data,102.14,108.03,31.23,96.4,184,189,44,-97.22,23.01,20.64,6.88,93.2,188.98,191.44,2671523.75,0.93,78.76,78.26,1168808.38,0.94,12.84,13.73,302387.91,0.88,2.38,21.44,61568.25,0.11,101.87,103.68,1333342,0.9,153.06,166.15,2104236,0.86,147.91,165.12,3189116.5,0.84,2.65,5.09,1009688.75,0.49,4.44,7.44,326946.69,0.56,197.37,213.5,3351479.25,0.86,31.55,36.62,458734.19,0.81,39.6,48.18,344523.41,0.77,0
2019-01-03,13:00:00,533.46,544.98,87.14,98.8,3.78,139.62,806228.31,0.03,35.06,37.6,424158.88,0.87,206.03,No Data,No Data,No Data,101.73,108.03,35.84,95.2,185,189,43,-97.35,19.41,22.88,6.88,96.2,182.11,185.92,2671696,0.91,82.29,80.58,1168889.88,0.94,12.24,13.23,302399.06,0.86,0.18,18.25,61569.77,0.01,94.43,95.94,1333441.13,0.89,129.93,130.7,2104375.5,0.92,150.2,168.52,3189268,0.83,2.83,5.17,1009691.56,0.51,7.51,11.63,326951.25,0.6,220,247.16,3351698,0.82,29.91,35.87,458760.56,0.77,33.28,43.02,344558.63,0.72,0
2019-01-03,14:00:00,534.65,531.69,88.62,98.6,3.78,139.62,806228.31,0.03,27.61,31.91,424187.69,0.81,203.52,No Data,No Data,No Data,92.98,97.28,31.74,93.4,183,187,43,-97.36,19.33,15.84,6.4,90.4,191.91,191.87,2671872,0.94,80.06,78.77,1168971.25,0.95,11.89,12.97,302409,0.86,1.27,19.78,61571.02,0.06,96.99,99.18,1333537.88,0.89,123.06,126.01,2104502.5,0.91,153.22,169.29,3189420.75,0.85,2.84,5.44,1009694.38,0.49,4.7,7.76,326955.97,0.56,223.1,253.55,3351909.5,0.82,27.38,33.53,458786.63,0.76,34.82,44.43,344592.78,0.73,0
2019-01-03,15:00:00,511.02,508.06,79.75,98.8,3.78,139.62,806228.31,0.03,29.88,33.38,424215.22,0.84,199.83,No Data,No Data,No Data,84.74,91.14,31.23,93.2,175,179,40,-97.41,20.1,18.24,6.24,94.2,174.87,178.44,2672051,0.92,85.35,83.64,1169053.75,0.95,7.64,8.72,302415.38,0.82,1.06,18.19,61572.35,0.06,92.61,95.4,1333629.38,0.88,127.29,128.99,2104625.5,0.92,150.67,166.79,3189574.25,0.85,2.74,5.25,1009697.19,0.49,4.66,7.89,326960.66,0.55,195.4,231.54,3352119,0.78,29.85,35.13,458813.34,0.79,30.78,41.14,344625.81,0.7,0
2019-01-03,16:00:00,495.66,494.77,76.8,98.8,3.78,139.62,806228.31,0.03,28.77,32.62,424244.41,0.83,196.43,No Data,No Data,No Data,80.28,79.87,26.11,94.2,189,195,51,-96.48,20.9,24.64,7.68,95.2,163.53,169.75,2672220.75,0.91,77.46,76.6,1169135.63,0.95,6.68,7.44,302425.75,0.85,1.74,19.72,61574.21,0.09,83.94,87.91,1333721.75,0.88,114.9,119.01,2104744.75,0.9,144.98,162.36,3189726,0.84,2.73,5.37,1009699.94,0.48,4.49,7.64,326965.25,0.55,221.29,251.11,3352331.5,0.82,25.04,31.85,458840.31,0.73,35.15,43.83,344660.09,0.75,0
2019-01-03,17:00:00,511.9,525.78,81.23,98.8,3.78,139.62,806228.31,0.03,30.81,34.09,424277.97,0.8,190.38,No Data,No Data,No Data,78.54,89.09,31.23,92.6,174,183,60,-94.51,18.14,20.16,7.04,93.4,171.7,176.66,2672389.25,0.91,67.51,67.46,1169212,0.93,8.18,9.13,302432.69,0.84,0.79,19.3,61576.42,0.04,94.62,97.2,1333818.25,0.88,114.04,117.62,2104863.25,0.9,159.12,173.8,3189880.25,0.85,2.87,5.43,1009702.69,0.49,4.32,7.64,326969.66,0.52,199.81,215.05,3352542.75,0.86,28.25,34.65,458866.38,0.75,35.16,44.49,344695.16,0.73,0
2019-01-03,18:00:00,505.26,493.29,78.28,98.8,3.78,139.62,806228.31,0.03,27.06,31.1,424308.97,0.76,181.96,No Data,No Data,No Data,78.59,93.7,35.84,93,144,149,41,-96.28,18.21,16.64,5.76,94.2,163.57,169.55,2672557.25,0.91,67.53,67.39,1169279.88,0.93,9.17,9.43,302441.5,0.91,1.5,18.91,61577.48,0.08,94.86,97.56,1333913.25,0.89,117.81,121.33,2104976,0.9,165.05,178.32,3190035.5,0.87,3.23,6.35,1009705.44,0.48,4.08,7.66,326973.94,0.5,194.12,211.1,3352752.25,0.86,26.63,33.48,458891.09,0.74,32.41,42.72,344729.38,0.71,0
2019-01-03,19:00:00,503.48,521.35,75.32,99,3.78,139.62,806228.31,0.03,23.5,28.2,424333.69,0.72,180.33,No Data,No Data,No Data,73.32,80.38,27.65,93,167,172,47,-96.14,18.1,19.84,4.48,97,156.97,162.3,2672718,0.9,64.74,64.75,1169344.75,0.93,8.43,8.63,302449.69,0.91,0.95,19.46,61579.18,0.05,93.48,96.9,1334007.25,0.88,104.15,110.33,2105085,0.88,152.78,168.28,3190190.25,0.85,2.71,5.57,1009708.19,0.45,4.3,7.21,326978.16,0.55,182.73,200.69,3352950,0.85,28.96,34.92,458915.28,0.77,34.64,44.58,344763.28,0.72,0
2019-01-03,20:00:00,471.14,484.43,67.94,99,3.78,139.62,806228.31,0.03,24.77,29.05,424361.09,0.76,178.86,No Data,No Data,No Data,60.52,70.14,31.23,88,136,140,37,-96.44,16.27,22.4,5.12,96.6,143.45,150.74,2672869.75,0.89,73.76,75.32,1169409,0.91,9.02,9.27,302458.81,0.91,0.8,20.6,61580.09,0.04,97.46,98.61,1334101.38,0.9,104.5,110.26,2105193.5,0.88,147.36,163.35,3190345.25,0.84,2.64,4.95,1009710.94,0.5,4.19,7.06,326982.38,0.55,195.14,214.02,3353146,0.85,29.75,35.49,458939.81,0.78,29.86,41.02,344795.94,0.68,0
2019-01-03,21:00:00,465.23,475.57,67.94,99,3.78,139.62,806228.31,0.03,24.43,28.92,424386.66,0.75,177.67,No Data,No Data,No Data,57.55,62.46,26.11,88.8,159,167,55,-94.52,17.52,12.8,5.44,91.6,144.26,150.79,2673017,0.9,63.05,63.85,1169471.13,0.92,8.39,8.59,302467.5,0.92,0.99,23.69,61581.36,0.04,98.62,100.76,1334193.25,0.89,105.9,111.49,2105299.75,0.88,180.41,197.12,3190502,0.86,2.55,4.94,1009713.63,0.48,4.06,7.39,326986.56,0.51,191.55,227.99,3353341.5,0.78,25.93,32.49,458964.09,0.74,28.83,38.03,344827.44,0.71,0
2019-01-03,22:00:00,470.7,472.62,75.32,98.8,3.78,139.62,806228.31,0.03,24.64,29.78,424412.19,0.73,176.49,No Data,No Data,No Data,57.6,66.05,30.21,89.2,141,146,43,-95.69,17.89,19.68,7.36,92.4,143.9,150.51,2673150.75,0.89,52.54,52.96,1169529,0.91,8.45,8.87,302476.16,0.89,0.32,22.48,61581.95,0.01,95.58,97.12,1334285.25,0.89,113,117.28,2105405.25,0.89,157.12,171.33,3190660.5,0.85,2.83,5.26,1009716.25,0.5,4.32,7.26,326990.88,0.55,166.85,185.83,3353524.75,0.83,22.58,30.28,458988.59,0.69,31.32,39.38,344856.34,0.73,0
2019-01-03,23:00:00,408.81,412.06,69.42,98.6,3.78,139.62,806228.31,0.03,2.33,3.71,424427.03,0.56,152.12,No Data,No Data,No Data,58.42,67.58,29.18,90.4,135,140,42,-95.31,16.37,14.72,4.48,93.8,139.23,149.22,2673287.25,0.88,48.25,50.86,1169580.63,0.88,5.44,5.62,302483.5,0.91,2.09,17.8,61584.08,0.11,71.31,75.33,1334363.13,0.86,99.99,103.96,2105505.5,0.9,155.85,170.08,3190817.25,0.86,2.62,4.88,1009718.88,0.5,2.19,5.18,326993.31,0.39,190.9,221.84,3353703.5,0.8,19.94,25.02,459007.56,0.74,25.57,34.45,344885.16,0.69,0
2019-01-04,0:00:00,396.7,400.25,62.03,98.8,3.78,139.62,806228.31,0.03,5.4,5.85,424431.38,0.78,158.47,No Data,No Data,No Data,55.91,61.95,25.6,90.2,96,106,46,-90.01,17.82,19.04,7.2,92.4,151.76,159.01,2673432.5,0.89,50.4,51.13,1169634.75,0.91,4.45,4.85,302489.72,0.85,1.7,19.95,61586.39,0.08,73.96,76.96,1334436.25,0.87,104.19,105.67,2105606.25,0.91,157.41,171.49,3190973.25,0.85,2.61,4.91,1009721.5,0.49,2.52,4.14,326995.66,0.56,161.58,193.32,3353877.5,0.77,18.8,24.77,459025.72,0.7,27.08,35.63,344914.78,0.7,0
2019-01-04,1:00:00,398.33,391.38,60.55,98.8,3.78,139.62,806228.31,0.03,7.05,7.28,424438.5,0.82,147.1,No Data,No Data,No Data,58.16,66.56,25.6,90.2,91,97,36,-92.56,15.73,20.32,4.8,97,139.74,147.62,2673576.25,0.88,55.12,54.61,1169688.13,0.93,0,0,302490.81,1,0.98,20.06,61588.57,0.05,77.15,79.58,1334507.75,0.87,104.54,106.57,2105710.25,0.9,155.73,170.85,3191127.75,0.85,2.82,5.11,1009724.13,0.51,2.62,4.26,326998.06,0.56,157.41,190.86,3354048.25,0.76,21.09,26.8,459045.91,0.72,31.07,40.57,344942.59,0.71,0
2019-01-04,2:00:00,389.91,395.82,59.08,98.8,3.78,139.62,806228.31,0.03,6.24,6.55,424445.28,0.83,146.51,No Data,No Data,No Data,58.88,64.51,25.6,92.4,94,98,32,-94.45,18.72,15.68,5.92,92,144.11,151.85,2673717.75,0.89,51.57,52.78,1169740.5,0.91,0,0,302490.81,1,2.33,18.73,61590.62,0.12,71.59,74.47,1334582.25,0.88,115.16,115.94,2105815.5,0.93,156.96,171.33,3191279.5,0.86,2.58,4.98,1009726.75,0.49,2.51,5.44,327000.75,0.43,179.44,206.39,3354216,0.81,19.45,24.11,459067.06,0.75,25.02,36.15,344969.81,0.65,0
2019-01-04,3:00:00,409.11,410.58,57.6,99,3.78,139.62,806228.31,0.03,11.41,11.3,424452.66,0.9,145.03,No Data,No Data,No Data,61.54,68.61,30.21,91.2,94,105,48,-89.38,17.01,23.2,6.08,97.4,134.27,142.81,2673857.5,0.88,55.49,56.53,1169793.63,0.91,0,0,302490.81,1,1.56,21.41,61592.32,0.07,67.09,70.2,1334651.63,0.87,99.11,102.03,2105920.5,0.9,152.06,167.36,3191431,0.85,2.63,4.68,1009729.38,0.52,2.82,5.47,327003.44,0.48,170.16,198.74,3354386.75,0.79,21.2,26.3,459087.03,0.75,37.43,46.43,345003.41,0.75,0
2019-01-04,4:00:00,399.21,410.58,60.55,99,3.78,139.62,806228.31,0.03,11.46,11,424460.28,0.94,150.2,No Data,No Data,No Data,61.24,76.8,34.3,89.6,87,93,36,-92.36,18.62,15.36,6.24,91.8,148.32,155.61,2673991.5,0.89,54.26,54.64,1169844.75,0.92,0,0,302490.81,1,1.44,18.07,61594.06,0.08,71.7,75.2,1334719.38,0.86,96.66,99.83,2106022,0.9,153.88,169.88,3191580.75,0.84,2.59,4.72,1009732.06,0.51,2.7,6.17,327006.19,0.41,173.87,202.77,3354550.5,0.79,16.78,23.07,459105.97,0.67,41.92,49.58,345039.63,0.78,0
2019-01-04,5:00:00,404.68,422.4,59.08,99,3.78,139.62,806228.31,0.03,14.53,13.77,424468.5,0.92,144.74,No Data,No Data,No Data,63.03,70.66,30.72,90.4,89,95,35,-92.57,15.57,16.48,5.12,94.6,128.38,138.89,2674125.75,0.86,60.24,60.94,1169899.63,0.91,0,0,302490.81,1,0.91,18.48,61596.13,0.05,64.58,69.06,1334790,0.84,99.84,102.8,2106124.5,0.89,148.98,165.64,3191728.75,0.83,2.61,4.73,1009734.63,0.51,2.76,5.48,327008.81,0.46,160.84,179.11,3354720,0.83,22.68,27.74,459124.41,0.75,30.52,39.39,345074.59,0.71,0
2019-01-04,6:00:00,444.55,443.08,69.42,98.8,3.78,139.62,806228.31,0.03,23.52,28.4,424484.81,0.72,156.11,No Data,No Data,No Data,85.81,111.62,31.74,96.2,88,93,34,-93.11,18.34,19.68,6.24,95.8,144.17,152.67,2674264.25,0.88,59.43,60.53,1169961.75,0.91,0,0,302491.16,1,1.64,21.74,61597.82,0.07,84.47,87.16,1334860.25,0.88,102.22,106.21,2106228,0.9,144.88,161.54,3191876.75,0.84,2.57,4.96,1009737.25,0.48,3.15,6.43,327012.25,0.46,182.59,212.22,3354890.75,0.8,21.18,26.19,459142.88,0.75,34.73,42.24,345109,0.77,0
2019-01-04,7:00:00,476.9,469.66,72.37,98.8,3.78,139.62,806228.31,0.03,23.89,28.5,424507.25,0.74,173.54,No Data,No Data,No Data,92.88,108.54,35.84,94.8,135,143,48,-94.07,16.35,13.92,5.92,92.2,135.74,147.9,2674399,0.86,62.53,62.84,1170021.38,0.93,0,0,302491.16,1,1.63,17.92,61599.75,0.09,107.73,109.2,1334962.13,0.91,109.42,112.29,2106336.75,0.91,145.26,161.83,3192023.75,0.85,2.77,6.14,1009739.81,0.42,4.21,7.88,327016.5,0.5,204.14,238.22,3355082.75,0.8,26.59,33.42,459166.5,0.74,35.29,44.36,345144.38,0.75,0
